address1,address2,city,country,email,id,latitude,longitude,name,phone,state,zip
P.O. Box 743,,North East,US,chesapeakefelineassociation@gmail.com,MD313,39.5895,-75.9536,Chesapeake Feline Association,410-507-0664,MD,21901
PO Box 407,,Chesapeake City,US,ginny@pawsforlife.org,MD94,39.5054,-75.8643,Paws for Life,(302) 376-7297,MD,21915
,,Brockport,US,Duffysfriends@gmail.com,NY781,43.2124,-77.9343,Duffy's Friends Inc.,,NY,14420
4081 Columbia Avenue,,Columbia,US,catmisonly2@yahoo.com,PA696,40.042,-76.485,Columbia Animal Hospital,717-684-2285,PA,17512
PO Box 549,,Elizabethtown,US,automaticreply2ndChance@gmail.com,PA758,40.159,-76.6039,2nd Chance 4 Life Rescue,,PA,17022
,,Elizabethtown,US,info@pittieslovepeace.com,PA833,40.159,-76.6039,PittiesLovePeace,,PA,17022
,,Colborne,CA,4k9.crusaders@gmail.com,ON559,44.0,-77.883333,K9 Crusaders,,ON,K0K 1S0
P.O. Box 61475,,Harrisburg,US,bunnypeople@mail.com,PA256,40.3326,-76.7837,BunnyPeople,(717) 469-0125,PA,17112
,,Harrisburg,US,PawsitivelyPom@gmail.com,PA894,40.3326,-76.7837,Pawsitively Pom Rescue Inc.,717-350-8346  ,PA,17112
,,Port Deposit,US,doublemerleinfo@gmail.com,MD476,39.6175,-76.0784,Keller's Cause,,MD,21904
PO Box 1737,,Dover,US,purrfecthavencat@hotmail.com,DE46,39.1581,-75.5247,Purrfect Haven Cat Rescue,302-786-2219  ,DE,19903
,,Kendall,US,pals4petslb@aol.com,NY573,43.3186,-78.0367,Pals4Pets Rescue,(585) 260-7665,NY,14476
,,Dover,US,onedogmorerescue@gmail.com,DE63,39.1508,-75.5327,One Dog More!,302-632-6680  ,DE,19904
Petsmart - 1390 N. Dupont Highway,,Dover,US,officede@bvspca.org,DE69,39.1508,-75.5327,Brandywine Valley SPCA - Everyday Adoption Center,302-736-5260,DE,19901
PO Box 267,,Perry,US,goingtothedogsmail@yahoo.com,NY908,42.7222,-78.0148,Going To The Dogs Rescue,,NY,14530
,,Harrisburg,US,Info@miffysanimalrescue.com,PA986,40.2737,-76.8626,Miffys Animal Rescue,,PA,17103
P.O. Box 493,,Darlington,US,terry4553@verizon.net,MD164,39.6347,-76.2257,Majesty Rottweiler Rescue Inc.,,MD,21034
P.O. Box 84,,Darlington,US,RescueBlackDogs@Yahoo.com,MD412,39.6347,-76.2257,"Black Dogs and Company Rescue, Inc.",443-499-3506  ,MD,21034
3159 N. Susquehanna Trail,,York,US,dcrabb@ycspca.org,PA142,39.9931,-76.6086,York County SPCA,717-764-6109   ,PA,17406
32 Shelter Circle,,Camden,US,k.usilton@fsac-spca.org,DE02,39.1057,-75.5358,First State Animal Center and SPCA,302-943-6032  ,DE,19934
P.O. Box 855,,Camp Hill,US,adoption@pawsofpa.org,PA62,40.2736,-76.8847,PAWS,(717) 957-8122,PA,17108
PO Box 81,,Etters,US,info@cockersacrosspa.org,PA927,40.1451,-76.7911,"Cockers Across PA Cocker Spaniel Rescue, Inc.",(717) 409-5600,PA,17319
1374 State Route 19 South,PO Box 381,Wellsville,US,spcaallegany@gmail.com,NY423,42.1106,-77.9461,SPCA Serving Allegany County,585 593 2200,NY,14895
507 Sugar Run,,Millerstown,US,perrycountyanimalrescue@yahoo.com,PA722,40.5554,-77.1521,Perry County PA Animal Rescue,717-589-3005 ,PA,17062
,,York,US,emmhomeschool3@gmail.com,PA380,39.9713,-76.6804,Appalachian Cat Rescue,(410) 596-0604,PA,17402
,,York,US,dgerhauser@verizon.net,PA577,39.9713,-76.6804,Coast to Coast Dachshund Rescue PA-NJ-MD-DE,9086545365,PA,17402
1997 Industrial Highway,,York,US,practice.manager@eastyorkvet.com,PA747,39.9713,-76.6804,East York Veterinary Center,717-840-1025,PA,17402
128 Dan Cripps Street,,Miramichi,CA,sheltermanager@spcamiramichi.com,NB16,47.0,-65.56666700000001,SPCA Miramichi,506 622 0645,NB,E1V 3M3
,,Pylesville,US,gRATitudeRatRescue@gmail.com,MD376,39.6977,-76.42399999999999,gRATitude Rat Rescue,,MD,21132
3841 West Main Street Road,,Batavia,US,info@vol4animals.org,NY555,42.9981,-78.1878,Volunteers For Animals / Genesee County Animal Shelter,(585) 343-6410,NY,14021
,,Lewisberry,US,lovingcarecatrescue@gmail.com,PA949,40.1323,-76.8772,Loving Care Cat Rescue of Central PA,,PA,17339
3371 Gaines Basin Rd,,Albion,US,Paws14411@gmail.com,NY432,43.2306,-78.21300000000001,People for Animal Welfare Society/Paws,(585) 589-6397,NY,14411
,,Albion,US,jen13869@aol.com,NY1401,43.2306,-78.21300000000001,MAD Rescue of WNY,,NY,14411
201 Brownlow Avenue,Unit 9,Dartmouth,CA,adoptions@citypound.ca,NS48,44.70399999999999,-63.608000000000004,Homeward Bound City Pound,(902) 407-7283,NS,B3B 1W2
798 Smith Road,,Amherst,CA,laanimalshelter@seasidehighspeed.com,NS11,45.816666999999995,-64.233333,Lillian Allbon Shelter,(902) 661-7297,NS,B4H 3Y4
127 SanJo Drive,,Grantville,US,doggieden@aol.com,PA133,40.2207,-77.0025,The Dogs Den,(717) 469-7325,PA,17055
,,Harrisburg,US,njcatahoulas@verizon.net,PA267,40.2207,-77.0025,Catahoula Rescue Inc. NorthEast,908-578-4172     ,PA,17055
,,Mechanicsburg,US,homewardbound2u@comcast.net,PA511,40.2207,-77.0025,Homeward Bound Animal Rescue,,PA,17055
,,Mechanicsburg,US,worthytailsrescue@comcast.net,PA644,40.2207,-77.0025,Worthy Tails Animal Rescue,(717) 215-9452,PA,17055
,,Mechanicsburg,US,impawsablerescue@aol.com,PA829,40.2207,-77.0025,"Im-Paws-Able Dog Rescue, Inc",717-795-4229,PA,17055
R.R.#1,Tel: (613) 332-5253,Bancroft,CA,ordixon4@gmail.com,ON350,45.05,-77.85,HOME AGAIN,613-332-5253  ,ON,K0L 1C0
no address,,Bel Air,US,zeldabillyfred@gmail.com,MD191,39.5337,-76.3466,"Noble Equine Rescue and Sanctuary, Inc.",443.417.0069  ,MD,21014
,,Dartmouth,CA,katsonya@accesswave.ca,NS28,44.673,-63.532,Healing Animal SCARS - Sonya's Cat & Animal Rescue Society,902-469-6369,NS,B2W 4L4
,,Dartmouth,CA,tori.goodbones@gmail.com,NS69,44.707,-63.543,Good Bones Dog Rescue,,NS,B2X 2W1
,,Henderson,US,newchancesforhope@gmail.com,MD463,39.0763,-75.764,New Chances,,MD,21640
,,York,US,felinesolutionsadoptions@aol.com,PA979,39.9492,-76.8018,Feline Solutions Inc,,PA,17408
4604 Steenrod Rd,,Belfast,US,starsorphans@yahoo.com,NY315,42.2065,-78.1356,Southern Tier Animal Rescue  Inc ( S.T.A.R. ),,NY,14739
,,Friendship,US,RescuePup585@gmail.com,NY1320,42.2065,-78.1356,Rescue Pups,5854661964,NY,14739
P.O. Box 258,,Abingdon,US,lisa@bestfriendsinharfordcounty.org,MD448,39.4729,-76.2971,"Best Friends in Harford County, Inc.",(443) 390-6676,MD,21009
,,Jarrettsville,US,1146kim@gmail.com,MD134,39.6101,-76.4724,Bulldog Rescue Farm,443-386-6170  ,MD,21084
P.O. Box 637,,Jarrettsville,US,pughzoorescue@gmail.com,MD434,39.6101,-76.4724,Pugh Zoo Rescue,,MD,21084
,,Milton,US,grassrootsde@gmail.com,DE71,38.7674,-75.3175,Grass Roots Rescue,,DE,19968
"808 Creek Road, Rte. 98",,Attica,US,admin@wyomingcountyspca.org,NY66,42.8394,-78.285,Wyoming County SPCA,585-591-3114,NY,14011
23 Kratz Rd.,,Shrewsbury,US,diamonddogrescue@live.org,PA582,39.7635,-76.6788,Diamond Dog Rescue,717-227-9674 ,PA,17361
,,Seven Valleys,US,ann@heavenlypawsshelter.com,PA571,39.8536,-76.7711,Heavenly Paws Animal Shelter Inc.,(717) 495-1727,PA,17360
10720 Augustine Herman Hwy.,,Chestertown,US,info@kenthumane.org,MD09,39.2232,-76.0511,Humane Society of Kent County Maryland,(410) 778-3648,MD,21620
,,Chestertown,US,slr@mabcr.org,MD17,39.2232,-76.0511,Mid-Atlantic (Kent County) Border Collie Rescue,,MD,21620
2208 Connolly Road,,Fallston,US,adopt@harfordshelter.org,MD61,39.5244,-76.4297,Humane Society of Harford County,(410) 836-1090 ext. 105,MD,21047
2725 Fallston Road,Crossroads Station Shopping Center,Fallston,US,FallstonRescue@aol.com,MD63,39.5244,-76.4297,"Fallston Animal Rescue Movement, Inc.",410-557-6161,MD,21047
3282 Centerline Rd,,Varysburg,US,roancharranchrescue@outlook.com,NY1198,42.7335,-78.3085,Roanchar Ranch Draft Horse Rescue,7162897370,NY,14167
371 Ward St.,,Port Hope,CA,north1@eagle.ca,ON57,43.95,-78.3,Northumberland Humane Society,905-885-4131 ,ON,L1A 4A4
PO Box  129,,Dillsburg,US,info@crcpa.org,PA255,40.0983,-77.0262,Canine Rescue of Central PA Inc.,717-232-1644,PA,17019
P.O. Box 311,,Dillsburg,US,hokafi@helenkrause.org,PA93,40.0983,-77.0262,Helen Krause Organization (HOKAFI),(717) 697-3377,PA,17019
,,Medina,US,sage1014@yahoo.com,NY386,43.2124,-78.3842,Saving Animals Gently on Earth,,NY,14103
P.O. Box 519,,Boiling Springs,US,generalinfo@furryfriendsnetwork.com,PA131,40.1471,-77.112,Furry Friends Network,,PA,17007
,,Codorus,US,goodoldtails@gmail.com,PA1032,39.8173,-76.8209,"Good Old Tails Senior Animal Rescue, Inc.",,PA,17311
,,Carlisle,US,cdarhower001@comcast.net,PA354,40.2078,-77.1989,Hearts for Hounds,717-805-0111,PA,17013
,,Carlisle,US,suzzie38@gmail.com,PA815,40.2078,-77.1989,RocKKers Rescues,,PA,17013
,,Georgetown,US,kidnurm@yahoo.com,DE60,38.6925,-75.3935,"Kristi's Kats, Inc.",302-381-3731,DE,19947
,,Glenville,US,Nicole.green@dogsinbrazil.org,PA1043,39.7469,-76.8044,Dogs In Brazil - US,(847) 502-7800,PA,17329
,,White Marsh,US,wwfmaryland@comcast.net,MD424,39.3917,-76.4127,Whispering Woods Farm Maryland,,MD,21162
133 North Walnut Street,,Burnham,US,rescueourfurryfriends@yahoo.com,PA629,40.6354,-77.5641,Rescue Our Furry Friends,1-877-933-ROFF  ,PA,17009
407 West Bell Street,,Ridgely,US,info@carolinehumane.org,MD11,38.9874,-75.8976,"Caroline County Humane Society, Inc.",410-820-1600   ,MD,21660
,,Perry Hall,US,info@bellasbullybuddies.org,MD398,39.4074,-76.4486,Bella's Bully Buddies,,MD,21128
,,Carlisle,US,rangerlandfarm7@gmail.com,PA723,40.1805915,-77.2602005,Follow Your Dream Border Collie/Sheltie Rescue,717-592-9707 ,PA,17015
,,Lewistown,US,adoptodaat@gmail.com,PA950,40.5958,-77.5871,One Dog at a Time,717-248-2902  ,PA,17044
,,Middle River,US,adoptbirdrivercolonycats@gmail.com,MD461,39.3414,-76.4174,Colony Cats of Bird River and Beyond,(443) 579-4578,MD,21220
P.O Box 1669,,Baltimore,US,islanddogpr@gmail.com,MD325,39.3896,-76.4893,Island Dog Inc (MD325),,MD,21236
PO Box 44811,,Nottingham,US,Adoptions@passportanimalrescue.org,MD465,39.3896,-76.4893,"Passport Animal Rescue, Inc.",,MD,21236
PO Box 282,,Akron,US,rescuedangels@gmail.com,NY865,43.0202,-78.5106,"Akron Canine Rescued Angels, Inc",,NY,14001
,,Akron,US,oarwny@gmail.com,NY1050,43.0202,-78.5106,Open Arms Rescue Of WNY,,NY,14001
,,Alden,US,rescue@buffalopugs.org,NY425,42.9027,-78.5286,Buffalo Pug & Small Breed Rescue Inc.,,NY,14004
,,Baltimore,US,baltimorebullycrew@gmail.com,MD393,39.3898,-76.5393,"Baltimore Bully Crew, Inc.",,MD,21234
4204 Grandview Road,,Hanover,US,ajdusman@comcast.net,PA526,39.7957,-76.9834,Sirius Stars Canine Rescue,,PA,17331
,,Hanover,US,pit2mama@gmail.com,PA768,39.7957,-76.9834,Rocky's Rescue,,PA,17331
,,Hanover,US,info.hhhb@gmail.com,PA930,39.7957,-76.9834,Happy Hounds Homeward Bound,,PA,17331
,,Hanover,US,sweetsoulsar@gmail.com,PA1001,39.7957,-76.9834,Sweet Souls Animal Rescue,(717) 688-3928,PA,17331
PO Box 697,,Rock Hall,US,adopt@esrrec.org,MD438,39.1374,-76.236,Eastern Shore Rabbit Rescue and Education Center,4106397535,MD,21661
,,Seaford,US,d-c_brown@juno.com,DE29,38.658,-75.5407,"Homeless Cat Helpers, Inc.",,DE,19973
31283 Old Cabin Road,"Laurel, DE 19956",Seaford,US,cferdelaware@aol.com,DE35,38.658,-75.5407,Changing Fates Equine Rescue of Delaware Inc.,,DE,19973
Conrod Settlement road,HRM NS,Head of Chezzetcook,CA,marleyshope@hotmail.com,NS63,44.75,-63.25,Marley's Hope Dog Rescue Society,,NS,B0J 1N0
P.O. Box 312,,Delevan,US,APCInc@gmx.com,NY1294,42.4827,-78.4934,"A Place For Cats, Inc.",716-574-1320,NY,14042
,,Lutherville,US,info@petrescueofmd.org,MD245,39.4371,-76.6327,Pet Rescue of Maryland,(410) 472-1172,MD,21093
POB 42015,,Towson,US,mdpetmatch@msn.com,MD296,39.4155,-76.6094,Maryland Pet Match Rescue,,MD,21284
,,Newville,US,info@maessr.org,PA63,40.1968,-77.3797,Mid-Atlantic English Springer Spaniel Rescue,301/362-0423,PA,17241
,,Newville,US,eichenluft@aol.com,PA915,40.1968,-77.3797,Ritner Kennel Rescue,,PA,17241
,,Baltimore,US,adoptpitties@gmail.com,MD330,39.3384,-76.5385,Pitties and Purrs,,MD,21206
PO Box 375,2944 Route 16-N,Olean,US,jobs.spcacattco@yahoo.com,NY216,42.0857,-78.4303,SPCA in Cattaraugus County,716-372-8492  ,NY,14760
,,Germantown,US,kninerescue@aol.com,MD188,39.35,-76.5674,Knine Rescue Inc.,,MD,21214
,,State College,US,marypfra@yahoo.com,PA58,40.7921,-77.8496,Pennsylvania Ferret Rescue Association of Centre C,814-237-9267,PA,16801
,,State College,US,beagle911rescue@aol.com,PA962,40.7921,-77.8496,Beagle911 Rescue,,PA,16801
,,Baltimore,US,robertsrescue@hotmail.com,MD178,39.2644,-76.5023,Roberts Rescue,,MD,21222
326 Wye Mills Rd.,,Queenstown,US,info@chesapeakecats.com,MD271,38.9903,-76.15899999999999,Chesapeake Cats and Dogs,410-643-9955,MD,21658
201 Clay Dr,,Queenstown,US,Taylor@awlqac.org,MD81,38.9903,-76.15899999999999,Animal Welfare League of Queen Anne's County,(410) 827-7178,MD,21658
,,Baltimore,US,ardensarc@gmail.com,MD168,39.2854,-76.54,Arden's Arc,443-797-7054,MD,21224
P.O. Box 5143,,Baltimore,US,marysmutts05@gmail.com,MD253,39.2854,-76.54,MAS Rescue,410-227-3566  ,MD,21224
1956 Norwood Lane,,State College,US,ssfonda@juno.com,PA402,40.8035,-77.89699999999999,Fondas Foundlings,814-238-4758,PA,16803
,,State College,US,beagle911Rescue@aol.com,PA462,40.8035,-77.89699999999999,Beagle911 Refuge,,PA,16803
1012 Mount Horeb Road,R R 3,Omemee,CA,freedomvalleyhorserescue@yahoo.ca,ON333,44.3,-78.55,Freedom Valley Horse Rescue,(705)799-6794 ,ON,K0L 2W0
PO Box 65351,,Baltimore,US,aaha_rescue@yahoo.com,MD86,39.3716,-76.6717,Adopt a Homeless Animal Rescue,410-558-4554   ,MD,21209
,,Federalsburg,US,debgrant1@mac.com,MD471,38.709,-75.7844,KittyLoveKuwait,,MD,21632
3300 Falls Road,,Baltimore,US,adoptme@mdspca.org,MD100,39.3313,-76.6378,The Maryland SPCA,(410) 235-8826  ,MD,21211
P.O. Box 50311,,Baltimore,US,info@rabbitsinthehouse.org,MD131,39.3313,-76.6378,House Rabbit Society MD/DC/NoVA,(410) 889-4104,MD,21211
PO Box 1739,,Lockport,US,bbrescue@roadrunner.com,NY321,43.1666,-78.6901,Bernards Beagle Rescue,,NY,14094
,,Lockport,US,heartofniagara@hotmail.com,NY1165,43.1666,-78.6901,"Heart of Niagara Animal Rescue, Inc.",716-345-7129,NY,14094
,,Lockport,US,diamondunderdogs@yahoo.com,NY1068,43.1706,-78.6906,Diamonds in the Ruff,,NY,14095
,,Baltimore,US,matts_adoptions@hotmail.com,MD148,39.2903,-76.6125,Mid-Atlantic Turtle and Tortoise Society,301-785-3390,MD,21203
P.O. Box 23231,,Baltimore,US,adoptions@allshepherdrescue.com,MD358,39.2903,-76.6125,All Shepherd Rescue,410-775-6GSD (6473),MD,21203
PO Box 175,,Spring Brook,US,infoatsecondchan@gmail.com,NY563,42.8181,-78.6758,Second Chance Sheltering Network Inc.,(716) 652-6051,NY,14140
PO Box 114,,Newfane,US,saveapetofniagara@yahoo.com,NY617,43.2749,-78.71,Save-A-Pet,716-559-3020,NY,14108
PO Box 396,,Pikesville,US,baltimorecats@gmail.com,MD289,39.376999999999995,-76.7278,The Feline Rescue Association,,MD,21208
122 Slade Avenue,Suite 250,Baltimore,US,walter@walterrescue.org,MD365,39.376999999999995,-76.7278,Walter Rescue,410-246-1512  ,MD,21208
1601 Nicodemus Road,,Reisterstown,US,animalcenter@bmorehumane.org,MD154,39.4565,-76.8191,Baltimore Humane Society,(410) 833-8848   ,MD,21136
,,Reisterstown,US,info@midatlanticbullybuddies.org,MD286,39.4565,-76.8191,MidAtlantic,,MD,21136
67 Main St,,Reisterstown,US,animals4me2@verizon.net,MD77,39.4565,-76.8191,Association for Animal Rights Inc.,410-526-5224,MD,21136
,,East Amherst,US,magicsmissiondogrescue@gmail.com,NY1345,43.0293,-78.7107,Magic's Mission Beagle and Hound Rescue,,NY,14051
,,Bowmanville,CA,kspeirs@rogers.com,ON502,43.916667,-78.68333299999999,Ruff Start New Beginnings,2896887265,ON,L1C 4Z5
,,Bowmanville,CA,jeremy@benevolentbullyrescue.com,ON504,43.916667,-78.68333299999999,Benevolent Bully Rescue,,ON,L1C 4S2
P.O. Box 1405,,Ocean Pines,US,chaument0805@yahoo.com,MD99,38.3271,-75.2184,Town Cats,(610) 716-3704,MD,21811
12330 Eagles Nest Rd,,Berlin,US,savinganimals@worcestercountyhumanesociety.org,MD33,38.3271,-75.2184,Worcester County Humane Society,(410) 213-0146,MD,21811
11 Goldenville Rd,,Gettysburg,US,contactus@adamscountyspca.net,PA25,39.8242,-77.21600000000001,Adams County SPCA,717-334-8876 ,PA,17325
PO Box 3336,100 B Buford Ave,Gettysburg,US,foreverloverescue@gmail.com,PA886,39.8242,-77.21600000000001,Forever Love Rescue Inc,(717) 900-5525,PA,17325
2517 Littlestown Pike,,Westminster,US,kkeiner@ccg.carr.org,MD124,39.6206,-77.0169,Humane Society of Carroll County,410-848-4810,MD,21158
PO Box 1704,,Westminster,US,placement@cockeradoptions.org,MD133,39.6206,-77.0169,Cocker Spaniel Adoption Center Inc.,(410) 628-6191,MD,21158
,,Westminster,US,RORRcanine@gmail.com,MD356,39.6206,-77.0169,Reach Out Rescue & Resources,,MD,21158
2913 Mallview Road,,Baltimore,US,BengalCatRescue@comcast.net,MD346,39.2674,-76.632,Bengal Rescue Network (501c3),443-983-5728 ,MD,21230
P.O. Box 6446,,Baltimore,US,info@animalalliesrescue.org,MD401,39.2674,-76.632,Animal Allies Rescue Foundation (AARF),,MD,21230
,,Baltimore,US,wingsoflovekuwait@gmail.com,MD455,39.2674,-76.632,"Wings of Love, Kuwait",,MD,21230
Clarence,,Clarence,US,abbysangelscats@yahoo.com,NY847,42.9783,-78.7357,Abby's Angels,716-983-5008,NY,14221
4219 Transit Rd,,Williamsville,US,apurrfectfit@gmail.com,NY1390,42.9783,-78.7357,A Purr-fect Fit Animal Rescue and Adoption Center,(716) 633-6600,NY,14221
,,Baltimore,US,needfulsoulsdogrescue@gmail.com,MD464,39.3253,-76.7212,Needful Souls Dog Rescue,(410) 747-1533,MD,21207
,,Westminster,US,DobsonTNR@gmail.com,MD297,39.5545,-76.9823,"DobsonTNR (Trap,Neuter,Return/Rescue)",(410) 848-3761,MD,21157
,,Westminster,US,ireneb@boxertransfer.org,MD400,39.5545,-76.9823,The Boxer Transfer Network,,MD,21157
,,Westminster,US,christi.dddr@gmail.com,MD473,39.5545,-76.9823,Double Dog Dare Rescue,,MD,21157
,,Cheektowaga,US,bpckitties@hotmail.com,NY886,42.8773,-78.74600000000001,"Buffalo Paws and Claws Animal Shelter, Inc",716-308-0101,NY,14227
PO Box 396,,Chester,US,info@arfusa.org,MD158,38.9563,-76.2823,Animal Resource Foundation Inc,(410) 643-8700,MD,21619
,,Chester,US,rdrinquiry@gmail.com,MD384,38.9563,-76.2823,Rural Dog Rescue,(410) 310-4420,MD,21619
300 Harlem Road,,West Seneca,US,,NY318,42.8379,-78.7536,Erie County SPCA,716-875-7360,NY,14224
,,Courtice,CA,standardpoodlesinneed@gmail.com,ON471,43.916667,-78.766667,"Standard Poodles In Need, Rescue & Rehome",,ON,L1E 2K5
,,Amherst,US,Alohajanetmary@yahoo.com,NY646,42.9667,-78.7988,Broken Down Dogs,,NY,14226
3380 Sheridan Dr. ,#270,Buffalo,US,poundhoundswny@gmail.com,NY1368,42.9667,-78.7988,"Pound Hounds and Friends, Inc.",716-310-7644,NY,14226
7865 Woodland Circle,,Easton,US,tom@tomcatsolutionsonline.org,MD360,38.7724,-76.0792,TomCat Solutions,410-822-1496  ,MD,21601
7894 Ocean Gateway,PO Box 1143,Easton,US,adoptions@talbothumane.org,MD56,38.7724,-76.0792,Talbot Humane,(410) 822-0107,MD,21601
,,Baltimore,US,,MD121,39.2797,-76.7461,Cat Rescue of Maryland Inc.,410-747-6595 ,MD,21228
,,Stevensville,US,ipeters38@msn.com,MD467,38.9376,-76.3191,Saving Future Feral Cats,(410) 490-3018,MD,21666
,,Shippensburg,US,info@betterdaysanimalleague.org,PA548,40.0436,-77.5229,Better Days Animal League,717-217-9819,PA,17257
PO Box 176,,Buffalo,US,info@pixiemamasrescue.com,NY895,42.8455,-78.8184,Pixie Mamas Rescue,,NY,14220
,,Woodstock,US,friskyswildlife@yahoo.com,MD205,39.3379,-76.8596,Friskys Wildlife Primate Sanctuary Inc.,,MD,21163
PO Box 5531,,Woodstock,US,darefeedback@yahoo.com,MD60,39.3379,-76.8596,"DAR&E Doberman, Assistance, Rescue & Education",,MD,21163
3701 McKinley Pkwy,,Blasdell,US,cheryl@tabbytown.org,NY1365,42.7898,-78.8247,"Friends for Felines, Inc. at Tabby Town",(716) 822-4910,NY,14219
,,Buffalo,US,awesomepawsrescue@yahoo.com,NY1389,42.7898,-78.8247,Awesome Paws Rescue,(716) 725-9966,NY,14219
P. O. 1403,,Ellicott City,US,aadvocates@hotmail.com,MD239,39.2672,-76.7986,Animal Advocates of Howard County,,MD,21041
P.O. Box 767,,Ellicott City,US,adopt@kittiesnpitties.org,MD421,39.2672,-76.7986,Kitties & Pitties,,MD,21041
7007 Campbell Blvd,,Pendleton,US,adoptions@petsalivewny.org,NY549,43.0473,-78.8665,Pets Alive WNY,(716) 247-5090,NY,14120
PO Box 323,,North Tonawanda,US,tinypawsbigheartsrescue@hotmail.com,NY954,43.0473,-78.8665,Tiny Paws Big Hearts Rescue,,NY,14120
,,North Tonawanda,US,preciouspawsrescue@yahoo.com,NY965,43.0473,-78.8665,Precious Paws Rescue,716-512-5521,NY,14120
,,Tonawanda,US,wishfulthinkin66@yahoo.com,NY988,43.0004,-78.8634,Better Days are Coming Dog Rescue,1-716-335-0045,NY,14150
,,Tonawanda,US,adoptions@buffalocares.org,NY1206,43.0004,-78.8634,Buffalo CARES Animal Rescue,,NY,14150
,,Salamanca,US,courtneyvalent@hotmail.com,NY1032,42.1595,-78.7174,Empire Animal Rescue Society,,NY,14779
P.O. Box 1385,,Sykesville,US,ruth@metroferals.org ,MD307,39.4084,-76.965,Metro Ferals - MD,443-255-4489,MD,21784
,,Hamburg,US,juliescbr@gmail.com,NY150,42.7301,-78.8372,Second Chance Boxer Rescue - NY,,NY,14075
3741 Lakeshore Road,,Hamburg,US,tenlivesclub@yahoo.com,NY465,42.7301,-78.8372,The Ten Lives Club,(716) 646-5577,NY,14075
48 Buffalo St,,Hamburg,US,heart1@heartforanimals.org,NY492,42.7301,-78.8372,HEART Animal Rescue & Adoption Team Inc.,(716) 648-4742,NY,14075
,,Ellicott City,US,adopt@werescuelove.org,MD426,39.2542,-76.8034,We Rescue Love Inc.,,MD,21043
Not Provided,,Kenmore,US,skye@roadrunner.com,NY891,42.9672,-78.8735,The Silver Lining for Pit Bulls,,NY,14217
411 Maxwell Frye Rd.,,Millersville,US,,MD167,39.0969,-76.6208,Anne Arundel County Animal Control,410-222-8900  ,MD,21108
PO Box 633,,Millersville,US,carrigon@aol.com,MD452,39.0969,-76.6208,Homeward Bound Schnauzer Rescue,3023631176,MD,21108
PO Box 475,,Millersville,US,adopt@somanywhiskers.org,MD466,39.0969,-76.6208,"So Many Whiskers, Inc.",,MD,21108
,,Millersville,US,info@huskyrescueteam.org,MD474,39.0969,-76.6208,Husky Education And Rescue Team,,MD,21108
380 N. Oak Street,,Buffalo,US,buffaloshelter@gmail.com,NY341,42.8851,-78.8703,City of Buffalo Animal Shelter,(716) 851-5694,NY,14203
,,Elkridge,US,ASHAMaryland@gmail.com,MD389,39.2019,-76.7505,"Animal Safe Haven & Adoptions, Inc.",,MD,21075
P.O. Box 90008,,Lindsay,CA,4klaws@gmail.com,ON531,44.3558,-78.7763,Kawartha Lakes Animal Wellness Society,,ON,K9V 2Z0
,,Buffalo,US,againstalloddzaa@gmail.com,NY1372,42.9171,-78.8771,Against All Oddz Animal Alliance,(716) 238-3237,NY,14222
Po Box 388,,Buffalo,US,jenbelzeab@gmail.com,NY822,42.8864,-78.8786,Educate A Bull,,NY,14205
937 Tidewater Grove Court,"Annapolis,  St. Leonard, California",Annapolis,US,mdpawspet@hotmail.com,MD69,38.999,-76.5092,"Patuxent Animal Welfare Society, Inc. (PAWS)",410 326-1616   ,MD,21401
8336 WB and A Rd,8336 WB and A Rd,Severn,US,Info@sdsanctuary.com,MD449,39.1274,-76.6928,Senior Dog Sanctuary of Maryland,(443) 742-0270,MD,21144
10236A Baltimore National Pike,,Ellicott City,US,catdoglady@verizon.net,MD257,39.2705,-76.8674,Small Miracles Cat and Dog Rescue,410-274-3530,MD,21042
,,Eden,US,cats15@verizon.net,NY1395,42.6503,-78.8699,Piece of Heaven Kitten Adoption,,NY,14057
5130 Citation Dr,,Salisbury,US,hswc@verizon.net,MD92,38.3608,-75.5999,Humane Society of Wicomico County,410-749-7603  ,MD,21804
,,Annapolis,US,adopt@catsrusrescue.com,MD23,38.9481,-76.4876,"Cats R Us, Inc",,MD,21403
1815 Bay Ridge Avenue,,Annapolis,US,adoptions@aacspca.org,MD256,38.9481,-76.4876,SPCA of Anne Arundel County,(410) 268-4388,MD,21403
P.O. Box 127,,West Decatur,US,info@nittanybeaglerescue.org,PA98,40.9288,-78.277,Nittany Beagle Rescue,,PA,16878
8576 Davis Road,,Columbia,US,animalcontrol@howardcountymd.gov,MD106,39.2053,-76.8348,Howard County Animal Control and Adoption Center,(410) 313-2780,MD,21045
P.O. Box 2536,"Columbia, MD 21045",Columbia,US,Howardcountycats@comcast.net,MD25,39.2053,-76.8348,Howard County Cat Club,410-730-3679,MD,21045
11371 School House Hollow Road,,Huntingdon,US,hchspets@verizon.net,PA145,40.495,-78.0147,Huntingdon County Humane Society,814-643-7387  ,PA,16652
,,Whitby,CA,cattowninfo@gmail.com,ON510,43.866667,-78.93333299999999,Cat Town Rescue,,ON,L1N 3K9
2100 Lockport Road,Box 200  LPO,Niagara Falls,US,l.zaninovich@niagaraspca.org,NY419,43.092,-78.9653,Niagara SPCA,(716) 731-4368,NY,14304
